Image C=1,I=483
The max ELI is 47531.667969
     47  0.764  15.478  0.2758  0.059
     48  0.780  62.846  0.3054  0.221
     49  1.086  22.848  0.1553  0.203
     50  0.929  26.069  0.2410  0.132
     51  0.687  42.706  0.1310  0.318
     52  1.066  33.124  0.2896  0.155
     54  0.484   2.693  0.0000  0.030
     55  1.371   8.819  0.1725  0.084
     56  0.594   2.981  0.0000  0.039
     57  1.637 124.412  0.2809  0.830
     58  1.459   6.402  0.1851  0.059
     60  1.011  24.363  0.4896  0.065
     61  0.536  40.343  0.3363  0.097
     62  1.232  36.444  0.3510  0.157
     63  1.269  27.150  0.3954  0.106
     65  0.702   7.605  0.0666  0.113
     66  0.604   8.397  0.2848  0.026
     67  1.638  13.852  0.2660  0.098
     68  0.989   2.850  0.0000  0.055
     69  0.912  72.248  0.3646  0.239
     70  1.130   5.280  0.0950  0.079
     71  1.367   6.565  0.1433  0.075
     72  0.515   5.296  0.3017  0.014
     74  0.964  15.477  0.5455  0.036
     75  0.553   6.601  0.0000  0.082
     76  0.644   2.867  0.0000  0.040
     78  0.891   5.850  0.0000  0.104
     80  1.293  12.682  0.1180  0.169
     81  1.196  13.018  0.3192  0.060
     82  1.366  33.866  0.3424  0.162
     84  1.089   8.520  0.7041  0.017
     85  1.988  39.801  0.2701  0.319
     86  0.932  13.477  0.0949  0.174
     87  0.706   7.707  0.1048  0.073
     88  1.569   6.022  0.0974  0.112
     89  0.634  24.828  0.1956  0.117
     93  0.449  22.450  0.6013  0.026
     94  0.482  13.211  0.2935  0.034
     95  1.997   6.123  0.0870  0.153
     97  0.738  11.861  0.2049  0.060
     98  3.525  26.000  0.0000  0.000
     99  3.467  26.500  0.0000  0.000
Image C=18,I=45
The max ELI is 57486.589844
   Line   grad    leng    kurv    eli
      1  2.987 230.760  0.2444  0.707
      2  0.729  72.194  0.1821  0.103
      3  0.712  43.367  0.1955  0.057
      4  0.466  51.806  0.2029  0.047
      5  0.657 111.474  0.1178  0.228
      6  1.048 120.333  0.0673  0.610
      7  0.452  68.273  0.2321  0.053
      8  0.448   4.123  0.0000  0.036
      9  0.782  12.303  0.0000  0.163
     10  0.834  43.022  0.1001  0.124
     12  1.390  33.630  0.3406  0.042
     13  2.748 266.696  0.2287  0.820
     14  1.346  22.208  0.1650  0.055
     15  1.332 101.137  0.1900  0.217
     16  2.921 245.953  0.2503  0.723
     17  0.666 104.810  0.2178  0.117
     18  0.509  10.500  0.0197  0.000
     19  2.491 315.675  0.2062  1.000
     20  1.203  29.266  0.2915  0.038
     21  2.021   5.824  0.0813  0.040
     22  0.382  15.123  0.0932  0.026
     23  0.837  12.623  0.0762  0.048
     24  2.272   6.227  0.1537  0.025
     25  0.212  48.949  0.1484  0.034
     26  2.557   3.010  0.0000  0.097
     29  3.348  48.249  0.3356  0.117
     30  1.126  51.479  0.2210  0.084
     31  0.764  24.791  0.1528  0.044
     32  0.589  13.824  0.0981  0.031
     33  0.257   0.000  0.0000  0.000
     34  1.134  53.219  0.1890  0.102
     35  0.619   8.490  0.2667  0.007
     37  0.300   6.000  0.0910  0.009
     38  0.206  38.461  0.1601  0.024
     39  3.284  67.231  0.2649  0.204
     40  3.393  71.365  0.1424  0.413
     41  0.353  13.010  0.1814  0.011
     42  0.693  51.007  0.2871  0.044
     43  0.774   5.894  0.1028  0.016
     44  1.962   8.824  0.3755  0.013
     45  0.420  33.136  0.3466  0.016
     46  2.076   3.250  0.0000  0.089
     47  2.230  45.120  0.3274  0.083
     48  3.450  56.483  0.2349  0.201
     49  0.611   3.561  0.0000  0.039
     51  1.477   9.000  0.0000  0.192
     52  1.000   8.000  0.0000  0.127
     53  2.521   0.000  0.0000  0.000
     54  1.949   7.036  0.0875  0.044
     55  1.839   3.848  0.0000  0.097
     57  0.743   6.976  0.2298  0.008
     59  2.063   6.500  0.0000  0.000
     60  0.659   6.479  0.0207  0.075
     61  0.329   7.878  0.5954  0.002
     62  1.645   2.967  0.0000  0.069
     63  1.036   0.000  0.0000  0.000
     65  0.889  22.456  0.3016  0.022
Image C=17,I=22
The max ELI is 76369.554688
   Line   grad    leng    kurv    eli
      1  2.768 222.934  0.2108  0.324
      2  0.757   9.795  0.2398  0.005
      3  0.969  18.911  0.2172  0.012
      4  0.848  94.091  0.2965  0.040
      5  1.343 170.784  0.2056  0.148
      6  0.791  35.853  0.2970  0.014
      8  0.927  27.322  0.3070  0.012
      9  3.807  16.568  0.5325  0.012
     10  2.314  23.151  0.5910  0.011
     11  0.735  80.228  0.2391  0.038
     12  1.892  22.605  0.5265  0.010
     14  2.401  49.917  0.3696  0.037
     15  2.952 166.424  0.2402  0.223
     16  0.838  19.560  0.2913  0.008
     17  0.988   3.717  0.0000  0.018
     18  1.241  90.168  0.1998  0.076
     19  0.701 171.268  0.1531  0.123
     20  2.369  32.178  0.5989  0.015
     21  0.785  52.134  0.3380  0.018
     22  1.615 130.009  0.2131  0.125
     23  0.746  50.774  0.5182  0.011
     24  2.723 563.663  0.1708  1.000
     25  1.321  71.498  0.2458  0.051
     26  1.792  28.509  0.4410  0.014
     27  1.015   8.199  0.0290  0.041
     28  0.615   2.522  0.0000  0.009
     29  0.688  25.619  0.2274  0.012
     30  0.961  40.824  0.3424  0.017
     31  1.000  16.296  0.2230  0.010
     32  2.102  14.546  0.4934  0.007
     35  0.223   6.661  0.1147  0.003
     36  2.459  22.143  0.4587  0.014
     37  1.050  17.031  0.1989  0.013
     38  1.986  18.890  0.2197  0.021
     39  1.570  41.897  0.2517  0.033
     42  0.430   6.151  0.0540  0.009
     43  1.105  29.445  0.3299  0.014
     44  2.531  25.447  0.5989  0.012
     45  0.622   3.640  0.0000  0.013
     47  2.410  20.229  0.6061  0.009
     48  0.626  49.417  0.3713  0.013
     49  0.496  58.394  0.1478  0.033
     50  0.775   9.508  0.2151  0.005
     51  0.552   0.000  0.0000  0.000
     52  0.712  33.206  0.3458  0.011
     53  0.000   3.543  0.0000  0.000
     54  0.618   7.741  0.4099  0.002
     55  2.711  27.189  0.7347  0.011
     56  1.431   0.000  0.0000  0.000
     58  0.418   6.098  0.3970  0.001
     59  3.032  14.942  0.2685  0.018
     60  1.820  10.033  0.0377  0.060
     61  2.119  24.779  0.5112  0.012
     62  1.230  63.820  0.1696  0.063
     64  1.428  10.024  0.2433  0.008
     67  1.082  58.078  0.1620  0.054
     68  2.548   3.400  0.0000  0.034
     69  0.856   6.998  0.0686  0.013
     70  2.497  10.428  0.8006  0.004
     71  2.002  15.665  0.2488  0.015
     72  1.805  85.955  0.1536  0.125
     73  0.705  24.967  0.3895  0.007
     74  3.309  20.469  0.5237  0.014
     75  0.934  46.248  0.3538  0.018
     76  1.770   4.264  0.3874  0.002
     78  2.973   6.724  0.0430  0.051
     79  0.306   8.681  0.1962  0.003
     81  0.548  50.237  0.4425  0.010
     82  1.455  51.321  0.1827  0.053
     83  1.583   8.218  0.1535  0.011
     84  0.875  44.505  0.2656  0.022
     85  0.743  41.434  0.4029  0.012
     86  0.705  24.362  0.3257  0.008
     87  0.667  53.667  0.1459  0.039
     88  0.669  37.422  0.3426  0.012
     89  0.939  80.065  0.2081  0.052
     90  0.523  23.263  0.1400  0.015
     91  0.979  61.799  0.1891  0.046
     92  0.720  36.516  0.1772  0.023
     93  0.613   0.000  0.0000  0.000
     95  3.795  13.799  0.5318  0.010
     96  0.383   0.000  0.0000  0.000
     97  0.858   8.497  0.0512  0.021
     98  0.581   0.000  0.0000  0.000
     99  1.832  16.421  0.2229  0.017
    100  1.792  13.309  0.1258  0.023
Image C=47,I=3
The max ELI is 24846.804688
   Line   grad    leng    kurv    eli
      1  1.270 147.157  0.3355  0.371
      2  1.264  54.673  0.2003  0.230
      3  0.536  10.952  0.2244  0.022
      4  1.030  16.964  0.3019  0.041
      5  0.975  16.197  0.3912  0.029
      6  1.217  26.910  0.2842  0.078
      7  0.909  31.979  0.3913  0.054
      8  1.111  95.330  0.3016  0.242
      9  1.002  15.758  0.3004  0.037
     10  0.998  42.025  0.1263  0.235
     11  1.095  52.256  0.1525  0.259
     12  1.153  41.358  0.3656  0.089
     13  1.502  19.911  0.5088  0.038
     14  0.952  18.610  0.3606  0.035
     15  1.049  34.348  0.4592  0.055
     16  1.023  27.972  0.2310  0.087
     17  0.956  15.302  0.4209  0.025
     18  0.973  81.954  0.1772  0.320
     19  1.185  18.013  0.2263  0.064
     20  0.000   0.000  0.0000  0.000
     21  1.039 130.965  0.2849  0.334
     22  0.667  10.438  0.0505  0.108
     23  1.253  55.391  0.3539  0.131
     24  0.810   4.123  0.0000  0.101
     25  0.852   7.428  0.0436  0.107
     26  0.951  19.190  0.3232  0.040
     27  1.522   7.076  0.2118  0.032
     28  1.811   6.766  0.1160  0.064
     29  1.332  21.956  0.4017  0.048
     30  1.028   6.696  0.0103  0.197
     31  1.611  10.864  0.2753  0.040
     33  0.846   6.002  0.0000  0.153
     34  0.895  10.419  0.2802  0.024
     35  1.073  11.073  0.2617  0.032
     36  0.834   9.278  0.0570  0.100
     37  0.502   2.953  0.0000  0.051
     38  1.353  42.153  0.3255  0.115
     39  1.250  19.081  0.2953  0.054
     40  0.748  10.191  0.2430  0.024
     41  0.796  29.305  0.1669  0.105
     42  1.037  15.724  0.2563  0.045
     43  1.027  26.977  0.3067  0.063
     44  0.896 109.550  0.2880  0.248
     45  0.724   6.679  0.2556  0.015
     46  0.920   4.031  0.0000  0.109
     48  0.689   9.845  0.0904  0.058
     50  0.607  19.153  0.2666  0.035
     51  0.708  61.595  0.3747  0.090
     52  0.000   7.846  0.1010  0.000
     53  1.483   2.967  0.0000  0.115
     54  1.565  18.982  0.6085  0.031
     55  0.827   6.884  0.0515  0.082
     56  1.015  91.859  0.3242  0.203
     57  1.706  15.599  0.1092  0.151
     58  1.980  20.578  0.4936  0.049
     59  0.899  21.443  0.3284  0.043
     60  1.171  21.403  0.3105  0.055
     62  0.443  18.156  0.4855  0.014
     63  0.484   3.202  0.0000  0.054
     64  0.969  15.170  0.1324  0.079
     65  1.107  22.407  0.3839  0.045
     66  1.610  11.103  0.0829  0.135
     67  1.303  18.537  0.4932  0.032
     68  0.698   7.457  0.3066  0.013
     70  2.113   5.334  0.4266  0.015
     71  0.632   7.367  0.0000  0.150
     73  1.928   6.801  0.0516  0.152
     74  0.752   9.925  0.1942  0.029
     75  0.726  13.404  0.4129  0.018
     76  1.212  64.605  0.1689  0.312
     77  0.582   5.592  0.0605  0.044
     78  0.794  75.860  0.4227  0.107
     79  1.165  14.778  0.1728  0.068
     81  0.478   3.005  0.0000  0.050
     82  1.243  40.302  0.2814  0.119
     83  0.781   9.811  0.1026  0.056
     84  1.412   7.201  0.0000  0.269
     85  2.034  10.293  0.1840  0.067
     86  1.162  25.207  0.3685  0.054
     87  1.319   8.278  0.1734  0.042
     88  1.055  13.543  0.1926  0.052
     90  0.939   7.272  0.0699  0.070
     92  1.326  65.602  0.2924  0.196
     95  1.253  22.910  0.3610  0.053
     96  0.593   4.904  0.1905  0.012
     97  0.674   5.389  0.1464  0.019
     98  1.310  66.181  0.2371  0.242
     99  0.873  53.002  0.3222  0.105
    100  1.181  51.722  0.4915  0.084
    101  1.124   7.613  0.1593  0.037
    102  1.221   9.284  0.5443  0.014
    103  0.836   9.734  0.2100  0.029
    104  1.624   9.951  0.1828  0.055
    105  0.865  13.173  0.4639  0.018
    106  1.212   4.121  0.1851  0.018
    107  0.424   6.473  0.0962  0.025
    108  0.838  44.750  0.3864  0.072
    109  0.892  14.885  0.1914  0.050
    110  1.495   5.443  0.2825  0.018
    111  1.225   2.749  0.0000  0.092
    112  1.451  37.628  0.3777  0.093
    113  1.142   6.247  0.1524  0.032
    114  1.168  22.097  0.1930  0.091
    115  0.417   5.336  0.0000  0.080
    116  1.039   0.000  0.0000  0.000
    117  0.885  15.652  0.3735  0.027
    118  1.298  50.963  0.3507  0.125
    119  0.916  14.284  0.2530  0.037
    120  0.558  43.382  0.3139  0.063
    121  0.759  15.752  0.1468  0.062
    123  1.094   6.939  0.0245  0.214
    125  1.078  34.444  0.3907  0.066
    126  0.874  16.631  0.1535  0.069
    127  0.895  10.844  0.2376  0.030
    128  0.680   7.919  0.0875  0.048
    129  0.732   7.936  0.0807  0.055
    131  1.067   9.354  0.0461  0.151
    132  0.641   8.354  0.0000  0.172
    133  0.627  12.145  0.1884  0.032
    134  1.289  13.230  0.2162  0.052
    135  1.407  10.346  0.7104  0.013
    137  0.949   4.690  0.3366  0.009
    138  1.298  13.056  0.1829  0.061
    139  0.327   4.877  0.0960  0.016
    140  1.418  47.949  0.2676  0.165
    141  0.981  40.702  0.2565  0.111
    142  1.108  17.524  0.2986  0.045
    143  1.454   9.864  0.1802  0.051
    144  1.201   7.861  0.2510  0.025
    145  1.156   7.632  0.1265  0.048
    146  1.089   7.603  0.1010  0.057
    147  0.923  18.753  0.2137  0.058
    148  1.266  59.071  0.3705  0.135
    150  1.178  11.630  0.3834  0.024
    151  0.482   6.782  0.0716  0.039
    152  0.560  13.994  0.1633  0.039
    153  1.218  11.664  0.5161  0.019
    154  1.456   9.101  0.2842  0.030
    155  0.806  15.364  0.5047  0.018
    156  0.779   6.850  0.0000  0.164
    157  1.250  20.389  0.4008  0.043
    158  1.392  40.611  0.3975  0.093
    159  0.934   7.829  0.2127  0.025
    160  0.854   8.685  0.7050  0.008
    161  0.980   7.006  0.0000  0.199
    163  2.169  79.868  0.3697  0.273
    164  1.655  52.452  0.1943  0.278
    165  2.450 134.494  0.2153  0.865
    166  1.026  51.657  0.2962  0.126
    167  0.923   7.984  0.2206  0.024
    168  0.837   5.958  0.1676  0.022
    169  0.710   2.236  0.0000  0.050
    170  0.669   6.768  0.1388  0.026
    171  0.538   6.166  0.2486  0.011
    172  0.548   8.409  0.0796  0.048
    173  1.283  12.245  0.3284  0.032
    174  0.765   6.842  0.1639  0.024
    175  1.421   0.000  0.0000  0.000
    176  1.235  12.585  0.3659  0.028
    178  1.364   0.000  0.0000  0.000
    179  0.667  14.986  0.4309  0.018
    180  0.945  17.866  0.4179  0.029
    181  1.545   5.001  0.3614  0.014
    182  0.881   6.219  0.1896  0.021
    183  0.890   5.284  0.3702  0.009
    184  1.458 173.538  0.2387  0.682
    185  2.421 173.249  0.2377  1.000
    186  0.910  21.772  0.1603  0.089
    188  0.919   5.842  0.0000  0.158
    189  1.879  10.954  0.0566  0.220
    190  1.222  14.292  0.3199  0.037
    191  0.678  18.039  0.3939  0.024
    192  0.547   4.031  0.0000  0.074
    193  0.691   6.639  0.2204  0.016
    195  0.782  10.011  0.1050  0.056
    196  0.816   7.372  0.0474  0.094
    197  0.401  10.449  0.2024  0.018
    198  1.031   3.940  0.0000  0.116
    199  0.000   0.000  0.0000  0.000
    200  0.966  31.200  0.1526  0.141
    202  1.096  42.223  0.3409  0.094
    203  0.696   5.193  0.0000  0.114
    204  1.977   3.283  0.0000  0.158
    205  0.548   6.162  0.0000  0.113
    206  0.531   3.184  0.0000  0.057
    207  1.113   8.505  0.2304  0.028
    209  1.000  15.598  0.1768  0.062
    210  0.824   6.061  0.0000  0.151
    211  0.934  14.499  0.4957  0.020
    213  1.083  47.925  0.3278  0.110
    214  0.925   4.171  0.1858  0.015
    216  0.000   8.189  0.2287  0.000
    217  1.154  15.049  0.1731  0.068
    218  0.861  16.196  0.0503  0.203
    219  0.635   7.645  0.0428  0.090
    220  0.542   5.759  0.0880  0.029
    221  0.734   2.594  0.0000  0.059
    222  1.203   9.908  0.1921  0.042
    223  0.992  23.104  0.3482  0.047
    224  1.553  14.397  0.1333  0.106
    225  0.635   5.500  0.1399  0.020
    226  1.120  21.556  0.2429  0.068
    228  0.613  30.820  0.2981  0.051
    231  1.123  11.072  0.4177  0.020
    232  0.642   3.138  0.0000  0.065
    233  1.110  21.569  0.1634  0.101
    234  1.261   7.115  0.1227  0.049
    235  1.208  13.465  0.2937  0.037
    236  1.139   3.333  0.0000  0.106
    237  0.574   7.440  0.1662  0.021
    238  1.395  14.146  0.3110  0.041
    240  1.539  13.948  0.1669  0.082
    242  0.930   5.712  0.1086  0.035
    243  1.064   4.191  0.3903  0.008
    245  0.858  12.499  0.3716  0.021
    246  0.770  14.550  0.2602  0.033
    247  1.099  10.802  0.2804  0.029
    248  0.216   0.000  0.0000  0.000
    249  0.745  37.706  0.2922  0.073
    250  1.535  26.692  0.1292  0.201
    251  0.786  13.031  0.3862  0.020
    253  0.678  16.984  0.2787  0.032
    254  1.063   7.142  0.0814  0.065
    255  1.593  29.330  0.2902  0.101
    256  1.375   7.142  0.2582  0.025
    258  0.903   4.966  0.0444  0.073
    259  1.285   2.587  0.0000  0.090
    260  1.856  21.656  0.1807  0.135
    261  2.256   0.000  0.0000  0.000
    263  0.809  20.610  0.5948  0.021
    264  1.243  19.908  0.2729  0.061
    265  1.232   8.074  0.1229  0.054
    267  2.639   8.312  0.2132  0.057
    268  0.915   7.908  0.0001  0.213
    269  0.821  10.357  0.0541  0.117
    270  2.365  93.563  0.3353  0.376
    272  0.833   3.333  0.0000  0.084
    273  0.606  11.589  0.4116  0.014
    274  1.774   8.715  0.4848  0.020
    275  3.110   9.930  0.0733  0.224
    276  0.819   7.567  0.0000  0.188
    278  1.238   0.000  0.0000  0.000
    279  1.190   0.000  0.0000  0.000
    280  0.313   2.500  0.0000  0.030
    281  0.946  14.041  0.1030  0.092
    283  2.332  88.004  0.1531  0.767
    284  0.000   6.865  0.0803  0.000
    286  0.533   0.000  0.0000  0.000
    287  1.541  12.406  0.1400  0.087
    288  0.822   0.000  0.0000  0.000
Image C=21,I=18
The max ELI is 32801.820312
   Line   grad    leng    kurv    eli
      1  0.722  10.548  0.6705  0.005
      2  2.922 138.892  0.2793  0.487
      3  1.414  31.900  0.3922  0.046
      4  2.403  23.892  0.1708  0.118
      5  0.768  41.258  0.1521  0.097
      6  2.295  92.991  0.2548  0.298
      7  3.264  74.968  0.2883  0.276
      8  0.908  10.855  0.6451  0.007
      9  1.542  29.101  0.3607  0.049
     10  0.356  26.313  0.1830  0.029
     11  3.265  90.794  0.3214  0.300
     13  2.738  49.041  0.2458  0.186
     14  0.536  81.229  0.2088  0.107
     15  2.965   9.109  0.2202  0.041
     16  0.592  12.800  0.2205  0.017
     17  2.224   9.943  0.4325  0.018
     18  3.951  38.491  0.3050  0.155
     19  1.956  33.940  0.2343  0.105
     21  0.573  85.973  0.2439  0.102
     23  0.998 131.670  0.3411  0.169
     24  1.100  67.570  0.2301  0.138
     25  0.929   9.635  0.2608  0.015
     26  1.591   2.807  0.0000  0.047
     27  1.971  11.816  0.0741  0.116
     29  1.497  24.199  0.2041  0.070
     30  1.173   8.400  0.2892  0.014
     32  3.751   9.626  0.7222  0.016
     33  3.717  11.457  0.7510  0.018
     34  0.306  39.051  0.2526  0.028
     35  0.938  19.176  0.1552  0.052
     36  2.807 104.665  0.2650  0.375
     37  2.619  80.478  0.2282  0.318
     38  0.518  72.896  0.1338  0.146
     39  0.224  55.622  0.2073  0.038
     40  2.910 265.634  0.3221  0.804
     41  0.841   3.260  0.0000  0.034
     43  0.749  11.000  0.3439  0.011
     44  2.511  85.729  0.3699  0.202
     45  0.834   9.058  0.1165  0.030
     46  0.248  10.712  0.2583  0.006
     47  1.141   4.243  0.0000  0.055
     48  2.484  68.073  0.1364  0.432
     49  0.541 113.058  0.2770  0.113
     51  0.627 110.008  0.2177  0.156
     52  0.859   9.635  0.1798  0.021
     54  1.543  39.772  0.2391  0.101
     55  1.182   6.772  0.0927  0.036
     56  0.999   4.687  0.0000  0.055
     57  0.304  21.917  0.1489  0.026
     58  1.423  17.563  0.2273  0.044
     59  0.256   7.006  0.1429  0.008
     60  1.482  17.910  0.2155  0.049
     61  0.910   5.734  0.0000  0.063
     62  1.203 110.297  0.3204  0.173
     63  0.789   0.000  0.0000  0.000
     64  0.248  34.241  0.3049  0.017
     65  0.252   4.272  0.0000  0.018
     66  3.082 123.815  0.2386  0.529
     67  0.689   7.333  0.0446  0.054
     68  0.686   8.541  0.3614  0.008
     69  1.000  10.952  0.2798  0.017
     70  0.980  10.857  0.1851  0.025
     71  0.328   5.379  0.1815  0.006
     72  0.349   2.404  0.0000  0.013
     73  0.521 103.891  0.2523  0.111
     74  1.067 102.271  0.2877  0.163
     75  0.892   5.550  0.3081  0.007
     76  1.060  16.625  0.1807  0.042
     77  0.498   3.600  0.0000  0.025
     78  2.477  18.070  0.2014  0.078
     79  0.837   3.260  0.0000  0.033
     80  0.483  59.105  0.4215  0.036
     81  0.783   8.126  0.4159  0.007
     82  0.501  11.997  0.1299  0.024
     83  0.250   9.965  0.1502  0.010
     84  0.312   2.062  0.0000  0.010
     85  0.243  50.750  0.1843  0.042
     87  1.018   7.348  0.2222  0.015
     89  0.815  47.541  0.4072  0.044
     90  1.094  47.582  0.1897  0.117
     91  2.204   9.514  0.7771  0.010
     92  3.504  50.287  0.4702  0.120
     93  0.737  19.721  0.1373  0.050
     94  0.347  10.344  0.2029  0.010
     95  0.633  23.448  0.2375  0.031
     96  0.274  83.829  0.1946  0.071
     97  1.936  76.927  0.2778  0.199
     98  0.747   9.545  0.9798  0.003
     99  0.489  22.994  0.1349  0.044
    100  0.474   2.648  0.0000  0.018
    101  0.376   9.346  0.2786  0.007
    102  1.026  51.490  0.2691  0.085
    103  0.681  12.539  0.1546  0.027
    105  1.229  17.536  0.1279  0.070
    107  0.237  62.286  0.2128  0.043
    108  2.506   6.500  0.0000  0.152
    109  0.974  45.667  0.3117  0.063
    110  0.725  20.729  0.5061  0.014
    111  0.704  40.060  0.2457  0.055
    112  0.767  58.903  0.2964  0.071
    115  0.561   0.000  0.0000  0.000
    116  0.517   6.045  0.6232  0.003
    118  1.292  13.120  0.2876  0.024
    119  2.020  81.815  0.3445  0.176
    120  3.404  69.014  0.3640  0.208
    122  1.250   0.000  0.0000  0.000
    123  2.953 137.635  0.3053  0.445
    124  2.625   9.182  0.1570  0.053
    125  0.596   6.140  0.1571  0.012
    126  0.683  43.162  0.2481  0.057
    127  1.877  15.103  0.3117  0.034
    129  2.341  12.320  0.4719  0.022
    131  0.531  18.368  0.4922  0.010
    132  3.176 184.402  0.2535  0.758
    133  0.507  23.400  0.3653  0.017
    134  1.566 175.876  0.1953  0.552
    136  1.724  14.331  0.3467  0.027
    137  2.638  10.347  0.0908  0.103
    139  0.802  21.131  0.1912  0.041
    140  0.506  46.210  0.4647  0.026
    141  0.765  33.716  0.3904  0.031
    142  0.432   4.860  0.1269  0.009
    143  1.328   8.123  0.1009  0.044
    144  2.253  11.160  0.1213  0.074
    145  0.673  21.568  0.2836  0.025
    146  1.567  13.394  0.0482  0.171
    148  0.408  21.356  0.2360  0.020
    150  0.452   7.828  0.0514  0.037
    151  2.428 139.192  0.1821  0.651
    152  1.460   4.634  0.3142  0.009
    154  0.919  23.844  0.4623  0.021
    155  1.588   3.905  0.0000  0.065
    157  2.613  12.684  0.4842  0.024
    159  2.477   7.965  0.1929  0.036
    160  0.199   6.748  0.1889  0.005
    161  1.602 335.428  0.2103  0.994
    162  1.627 158.652  0.2364  0.423
    163  0.905  12.382  0.1619  0.031
    164  0.892   4.031  0.0000  0.043
    165  3.035  18.867  0.5574  0.034
    167  2.868  10.132  0.3520  0.028
    168  0.846  23.419  0.1477  0.061
    169  2.167   4.028  0.0000  0.084
    171  0.629  30.898  0.2847  0.034
    172  0.798   7.887  0.5216  0.006
    173  0.636   7.387  0.4317  0.005
    174  0.366   0.000  0.0000  0.000
    175  1.035  31.243  0.5168  0.027
    177  0.575   8.900  0.0664  0.039
    179  1.227  17.810  0.2950  0.031
    180  0.676  22.347  0.2685  0.027
    182  2.840  70.169  0.1869  0.360
    183  0.580  48.402  0.2352  0.060
    184  3.115 144.709  0.1486  1.000
    185  1.683   5.948  0.1543  0.025
    186  0.964   6.053  0.3081  0.008
    187  1.228   2.603  0.0000  0.036
    188  4.168  15.210  0.1609  0.121
    189  0.575  37.326  0.2634  0.041
    190  1.251  43.845  0.2737  0.083
    191  3.521  27.325  0.1850  0.166
    192  0.640   0.000  0.0000  0.000
    193  0.696  11.532  0.3072  0.013
    196  0.639   2.833  0.0000  0.024
    197  1.706   7.537  0.1355  0.036
    198  0.407   5.508  0.2006  0.006
    199  0.826  36.241  0.1848  0.074
    200  2.032   9.798  0.0609  0.120
    202  1.652   4.914  0.1543  0.020
    203  0.595  11.832  0.1176  0.030
    204  0.323  21.905  0.2393  0.017
    205  0.910  45.632  0.1820  0.102
    206  0.335   3.041  0.0000  0.016
    209  1.020  10.517  0.1488  0.031
    211  3.508  26.373  0.2908  0.102
    212  1.465  12.147  0.1201  0.059
    213  1.580   3.453  0.0000  0.057
    214  0.592  19.386  0.2144  0.027
    215  1.441   3.500  0.0000  0.000
    216  1.484  21.844  0.2566  0.050
    217  2.552   0.000  0.0000  0.000
